label;PCL Intersection;Mesh Intersection;image;location
UNIT;[4.59156, 0.930746, 4.15138, 0.0, -31.2933, 44.5103];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[1582 2988] [1635 3017]]
ELECTRONIC;[4.63168, 0.930884, 4.15317, 0.0, -30.7151, 43.2748];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[1442 2997] [1589 3064]]
RESEARCHCAT24;[3.97451, 0.70787, 3.71875, 0.0, -57.9886, 64.7434];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2750 1116] [3001 1272]]
ACCESS);[4.00084, 0.730089, 3.69678, 0.0, -57.3396, 63.7089];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2774 1206] [2896 1282]]
RODENT;[4.04495, 0.714585, 3.71212, 0.0, -56.8586, 60.4646];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2647 1241] [2761 1308]]
(EARLY;[4.04004, 0.719314, 3.7092, 0.0, -56.6569, 61.1904];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2681 1257] [2783 1322]]
20;[3.97335, 0.765787, 3.69161, 0.0, -56.6522, 66.6429];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2935 1278] [2963 1304]]
Pad;[3.99495, 0.763557, 3.69288, 0.0, -56.4001, 65.4255];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2875 1292] [2930 1333]]
1;[3.97057, 0.775725, 3.69238, 0.0, -56.3717, 66.9272];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2953 1303] [2967 1318]]
UnitKit;[4.00082, 0.775596, 3.69744, 0.0, -56.0711, 65.4162];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2856 1308] [2945 1365]]
Absorbent;[4.02765, 0.767679, 3.69138, 0.0, -55.9163, 63.6259];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2774 1311] [2889 1379]]
Container;[3.99643, 0.782105, 3.69218, 0.0, -55.8442, 65.9048];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2866 1318] [2976 1383]]
RESEARCHGAT23;[4.17044, 0.70418, 3.71812, 0.0, -54.9038, 53.2354];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2296 1335] [2498 1436]]
Access;[4.03271, 0.777492, 3.68805, 0.0, -55.586, 63.5317];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2787 1350] [2866 1395]]
Sharps;[4.03446, 0.795769, 3.6768, 0.0, -55.311, 63.8296];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2800 1367] [2877 1415]]
COOLANT;[3.85059, 0.875213, 3.71025, 0.0, -54.396, 76.8119];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3328 1377] [3435 1438]]
17;[3.97435, 0.817302, 3.63901, 0.0, -56.2945, 67.7216];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2982 1304] [3007 1325]]
MAX;[3.95883, 1.0339, 3.80308, 0.0, -46.9023, 73.1562];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3270 1952] [3313 1981]]
MIN;[3.95526, 1.04169, 3.81773, 0.0, -46.4391, 73.3216];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3284 1988] [3319 2011]]
PORT;[4.06249, 1.01733, 3.82405, 0.0, -46.0267, 67.5324];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2972 2024] [3063 2083]]
FIRE;[4.09234, 1.01278, 3.82572, 0.0, -45.7228, 66.0649];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2908 2053] [2986 2105]]
GENERAL;[3.96194, 1.09737, 3.81787, 0.0, -45.1477, 73.9753];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3310 2071] [3382 2111]]
0/;[3.98368, 1.07112, 3.83074, 0.0, -45.0437, 72.4604];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3251 2092] [3286 2117]]
MODE;[3.98647, 1.09957, 3.81632, 0.0, -44.8043, 72.6602];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3249 2102] [3313 2143]]
PRE-SLEEP;[3.94024, 1.04801, 3.88557, 0.0, -44.6851, 74.1283];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3321 2101] [3395 2143]]
-SHIFT;[3.92841, 1.05381, 3.89476, 0.0, -44.2845, 74.832];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3376 2131] [3421 2160]]
PHASE-;[3.9394, 1.04096, 3.9098, 0.0, -44.1811, 74.1163];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3335 2144] [3386 2175]]
CAUTION;[4.10023, 1.06329, 3.83094, 0.0, -44.249, 66.6417];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2933 2160] [3019 2203]]
OFF;[3.96424, 1.049, 3.90314, 0.0, -44.0042, 72.8491];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3274 2160] [3319 2195]]
GRAVITYS;[4.08541, 1.09465, 3.97866, 0.0, -39.7432, 67.9043];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2925 2444] [3193 2561]]
MIC;[4.1796, 1.09545, 3.98338, 0.0, -38.8512, 63.9847];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[2795 2537] [2889 2603]]
21;[3.57336, 0.893175, 3.69941, 0.0, -54.5151, 94.4637];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4042 1110] [4223 1204]]
28096;[3.53254, 0.935484, 3.72587, 0.0, -52.5741, 96.7674];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4239 1216] [4353 1280]]
PHASE-SHIFT;[3.93398, 1.04623, 3.90773, 0.0, -44.2093, 74.431];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3332 2130] [3421 2176]]
(MSG);[3.83198, 1.10123, 3.97481, 0.0, -41.4563, 80.3138];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3639 2258] [3810 2347]]
GLOVEBOX;[3.91693, 1.09899, 3.98039, 0.0, -41.0189, 76.2134];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3359 2306] [3649 2430]]
S;[4.0416, 1.09837, 3.98176, 0.0, -40.1067, 69.9648];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3154 2454] [3185 2487]]
LEEP;[4.00673, 1.15817, 4.10388, 0.0, -35.2303, 72.7308];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[3178 2718] [3542 2911]]
OPEN;[3.61183, 0.0100863, 4.84642, 0.0, -20.3336, 83.9453];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4332 3914] [4407 3951]]
VACI;[3.61183, 0.0100863, 4.84642, 0.0, -19.9606, 84.1761];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4359 3941] [4433 3988]]
Iceberg;[3.45899, 0.842633, 3.70407, 0.0, -55.6251, 102.411];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4353  859] [4519  946]]
LSS;[3.47538, 0.977526, 3.7039, 0.0, -51.7979, 99.9635];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4385 1162] [4559 1292]]
Zeo;[3.54512, 0.889289, 3.78789, 0.0, -52.5907, 96.3433];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4241 1233] [4316 1279]]
Light;[3.45904, 1.06511, 3.82089, 0.0, -46.5635, 100.088];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4642 1566] [4705 1604]]
000000;[3.42987, 1.07932, 3.82012, 0.0, -46.0384, 101.041];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4718 1582] [4772 1612]]
M026;[3.44495, 1.08833, 3.81405, 0.0, -46.1393, 100.31];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4682 1600] [4724 1622]]
040;[3.43586, 1.10233, 3.80391, 0.0, -45.8956, 100.506];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4696 1605] [4744 1638]]
S/N;[3.45344, 1.09636, 3.8122, 0.0, -45.9717, 99.8305];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4658 1617] [4705 1652]]
NASA;[3.56124, 1.11441, 3.96809, 0.0, -41.7026, 94.4532];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4471 2040] [4572 2092]]
1553B-B;[3.63404, 1.08521, 4.45133, 0.0, -23.0837, 90.7406];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4781 3575] [4907 3632]]
QR-A;[3.68386, 1.24354, 4.38792, 0.0, -23.0603, 88.3704];;data/images/isaac_sci_cam_image_delayed/1657546999.425.jpg;[[4614 3622] [4694 3657]]
TBO;[5.38622, 0.90089, 4.88679, 0.0, 1.63816, 49.8308];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3553   49] [3788  812]]
F;[5.7744, 0.71282, 5.1556, 0.0, 11.9691, 33.3082];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2316  898] [2498 1506]]
STBD;[6.05327, 0.705389, 5.15146, 0.0, 10.1095, 27.8857];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[1964 1031] [2060 1100]]
ALVE;[6.03847, 0.705928, 5.1644, 0.0, 10.7996, 27.9596];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[1970 1083] [2068 1151]]
III;[5.35455, 1.02046, 5.16787, 0.0, 13.4021, 54.0801];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3815 1344] [3966 1394]]
FIREPORT;[5.35523, 1.0187, 5.20644, 0.0, 14.8009, 53.9949];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3785 1439] [3955 1512]]
LAB1S1-01;[5.33136, 0.981012, 5.21765, 0.0, 15.6672, 53.9458];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3804 1514] [3910 1561]]
ESSPORT;[4.61768, 0.00705292, 4.79932, 0.0, 33.9385, -0.20867];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[ -31 3125] [ 361 3350]]
FWD1;[5.08338, 0.462448, 5.49404, 0.0, 41.8372, 46.1253];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3048 3317] [3265 3511]]
PORT;[4.61768, 0.00705292, 4.79932, 0.0, 34.0656, 0.585089];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[ 130 3168] [ 341 3280]]
APPARATUS;[4.61768, 0.00705292, 4.79932, 0.0, 36.9123, -1.06364];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[  39 3433] [ 299 3592]]
QT6/FGB;[5.77702, 0.70128, 5.06175, 0.0, 8.33745, 32.8065];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2334  916] [2396  948]]
COMES;[5.77517, 0.706893, 5.10144, 0.0, 9.92673, 32.8912];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2360 1042] [2391 1059]]
CO1/DC1;[5.77234, 0.704908, 5.1139, 0.0, 10.3542, 32.8844];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2344 1067] [2408 1100]]
CORD;[5.7827, 0.710106, 5.157, 0.0, 11.915, 33.0278];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2371 1190] [2399 1207]]
(1311|7200;[6.08913, 0.701629, 5.22942, 0.0, 12.4356, 26.9934];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[1945 1198] [1967 1289]]
CM/SM;[5.78188, 0.709438, 5.16352, 0.0, 12.3486, 33.0212];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2360 1216] [2412 1248]]
CONDO;[5.77105, 0.709284, 5.20905, 0.0, 13.9306, 33.1107];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2377 1336] [2410 1355]]
Shuttle;[5.80044, 0.725945, 5.26238, 0.0, 15.6922, 33.1417];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2364 1456] [2436 1497]]
LAB15001;[5.74711, 0.628173, 5.3403, 0.0, 19.5516, 30.8321];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2201 1721] [2295 1785]]
01;[5.73735, 0.630289, 5.33746, 0.0, 19.6721, 31.2417];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2265 1752] [2284 1775]]
100-050501000000;[5.50657, 0.71002, 5.05154, 0.0, 9.41295, 39.7782];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2864  916] [2883 1120]]
ServialNo.1057;[5.50657, 0.71002, 5.05154, 0.0, 9.51177, 40.1148];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2886  939] [2908 1118]]
Handrati;[5.51717, 0.711221, 5.04812, 0.0, 9.31263, 39.4975];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2848  958] [2862 1061]]
21.5o;[5.52528, 0.711187, 5.07785, 0.0, 10.4373, 39.4761];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2841 1067] [2860 1126]]
<;[5.40783, 0.729599, 5.24174, 0.0, 18.4912, 43.6836];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3024 1548] [3211 1832]]
01;[5.36462, 0.841931, 5.35723, 0.0, 22.6797, 48.8774];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3433 2003] [3460 2031]]
LAB1S1;[5.36727, 0.819387, 5.35819, 0.0, 22.9652, 48.1284];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3345 2006] [3442 2064]]
r;[5.34829, 0.630555, 5.42183, 0.0, 28.2901, 41.9034];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2853 2243] [3082 2529]]
NG;[5.31527, 0.805419, 5.60788, 0.0, 33.0325, 49.4296];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3396 2759] [3420 2778]]
435;[5.31667, 0.499262, 5.56888, 0.0, 37.1276, 37.3797];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2633 2977] [2716 3069]]
FWD;[5.08709, 0.459888, 5.49544, 0.0, 42.0669, 45.7923];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3063 3378] [3212 3485]]
PURT;[4.61768, 0.00705292, 4.79932, 0.0, 48.1577, 40.5716];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[2707 3794] [2952 4015]]
ICON;[5.36098, 0.858979, 4.99676, 0.0, 6.93142, 49.3951];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3578  841] [3609  867]]
010;[5.36037, 0.89655, 5.03872, 0.0, 8.58036, 50.5711];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3662  969] [3676 1004]]
Hi;[5.35845, 0.887974, 5.05426, 0.0, 9.47107, 50.5073];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3623  977] [3689 1134]]
DEWAR3;[5.26534, 1.09346, 5.04898, 0.0, 8.29615, 59.0111];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[4270  981] [4394 1033]]
USE;[5.35258, 1.04121, 5.18376, 0.0, 13.773, 54.7187];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3914 1386] [3953 1417]]
EMERGENCY;[5.35466, 1.00394, 5.18418, 0.0, 13.9664, 53.7236];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3793 1387] [3920 1438]]
PORT;[5.35128, 1.02365, 5.20621, 0.0, 14.7091, 54.4156];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3855 1443] [3947 1497]]
FIRE;[5.35599, 0.989221, 5.20102, 0.0, 14.9645, 53.3634];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3781 1453] [3865 1509]]
WARNING;[5.20217, 1.09292, 5.2456, 0.0, 16.5389, 61.2373];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[4330 1626] [4463 1707]]
OVE;[5.20681, 1.09074, 5.25323, 0.0, 16.9016, 60.892];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[4354 1684] [4378 1698]]
MIBL;[5.08654, 0.618301, 5.52722, 0.0, 37.7001, 53.0835];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3515 3094] [3670 3213]]
PANEL;[5.06566, 0.610041, 5.52112, 0.0, 38.013, 53.7981];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3576 3145] [3688 3225]]
ST;[5.00318, 0.621937, 5.51924, 0.0, 38.9634, 57.6635];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3815 3275] [3902 3345]]
AFT!;[4.97802, 0.614857, 5.51678, 0.0, 45.1541, 60.4984];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[3847 3772] [4040 3946]]
CLOSE;[5.11136, 1.10723, 5.25682, 0.0, 17.2689, 65.0386];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[4644 1730] [4733 1801]]
OPP;[5.0089, 1.09777, 5.24928, 0.0, 17.6967, 69.1775];;data/images/isaac_sci_cam_image_delayed/1657550582.723.jpg;[[5000 1848] [5061 1869]]
TONOD2;[5.82408, 0.70716, 4.43097, 0.0, -11.7468, 17.2328];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2698  971] [3026 1250]]
3;[5.00138, 1.14582, 4.83731, 0.0, -2.84595, 37.9789];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[4367 1670] [4458 1829]]
STBD;[5.28518, 0.819507, 4.91134, 0.0, -0.493672, 25.2366];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3348 1713] [3513 2143]]
FIREPORT;[5.28655, 0.978546, 5.23571, 0.0, 8.7635, 29.1202];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3640 2588] [3782 2630]]
(oUHD);[3.59622, 0.0499954, 4.84649, 0.0, 25.3955, 24.1534];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3273 3857] [3398 3941]]
ZENITH;[3.59622, 0.0499954, 4.84649, 0.0, 25.5474, 22.31];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3131 3866] [3273 3941]]
70.5-;[6.44991, -0.122214, 5.48768, 0.0, 10.7948, -2.38816];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[1361 2735] [1474 2786]]
MISTPFE;[3.59622, 0.0499954, 4.84649, 0.0, 17.794, -15.8551];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[ 199 3394] [ 333 3524]]
TE;[6.24492, -0.247001, 5.48318, 0.0, 11.5674, -5.12678];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[1189 2825] [1215 2843]]
POR;[5.34353, -0.036206, 5.55179, 0.0, 19.004, -1.09356];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[1476 3384] [1558 3420]]
ACCESSPOR;[5.35397, -0.0717111, 5.55455, 0.0, 19.0165, -2.08286];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[1328 3386] [1555 3435]]
OUHD1;[5.19183, 0.304223, 5.58801, 0.0, 24.5153, 10.7394];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2328 3746] [2441 3858]]
DS0152;[5.30719, -0.0387439, 5.62024, 0.0, 23.9758, -1.25563];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[1476 3810] [1534 3835]]
ARNING;[3.70215, 0.0462878, 4.85697, 0.0, -24.9036, 22.1252];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3192   44] [3253   68]]
MOVE;[3.70215, 0.0462878, 4.85697, 0.0, -23.8147, 21.5282];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3151  139] [3201  163]]
TONOD2;[5.73904, 0.704399, 4.43473, 0.0, -12.0158, 17.68];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2782  994] [3004 1189]]
EXON;[5.31663, 0.732521, 4.48797, 0.0, -12.8768, 22.5319];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3225 1018] [3256 1031]]
TO;[5.83938, 0.677068, 4.45251, 0.0, -11.1508, 16.3383];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2768 1100] [2827 1211]]
AO506;[5.29863, 0.782981, 4.57636, 0.0, -10.336, 24.1025];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3331 1202] [3373 1217]]
000X-2000100000000;[5.72102, 0.716096, 5.09908, 0.0, 4.27684, 18.1487];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2909 2216] [2923 2319]]
BerrialNo,1257;[5.72102, 0.716096, 5.09908, 0.0, 4.33119, 18.318];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2922 2223] [2939 2319]]
"21.5""Hondrall";[5.772, 0.720703, 5.11586, 0.0, 4.44748, 17.9246];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2895 2234] [2909 2321]]
FNDSTBD;[6.07002, 0.68402, 5.18664, 0.0, 5.53539, 15.2809];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2679 2328] [2748 2378]]
MVVALVE;[6.05345, 0.679894, 5.209, 0.0, 5.98319, 15.2838];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[2689 2367] [2742 2403]]
LAB1S1;[5.29606, 0.785295, 5.38311, 0.0, 13.1094, 24.0393];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3300 2907] [3370 2930]]
01;[5.2944, 0.804377, 5.38448, 0.0, 13.083, 24.7026];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3367 2907] [3393 2928]]
AYIDMARKS;[5.29103, 0.786437, 5.4789, 0.0, 15.9586, 24.0656];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3307 3127] [3357 3139]]
(ov;[3.59622, 0.0499954, 4.84649, 0.0, 25.4627, 23.8198];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3278 3867] [3340 3937]]
HD)TI;[3.59622, 0.0499954, 4.84649, 0.0, 25.483, 24.9317];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3333 3864] [3450 3953]]
LAB10104;[5.3176, 0.941735, 4.39688, 0.0, -14.7942, 27.8669];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3588  848] [3683  880]]
MELFI;[4.94221, 1.09896, 4.79034, 0.0, -4.30096, 37.9624];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[4369 1614] [4458 1660]]
EMERGENCY;[5.28277, 0.965231, 5.21522, 0.0, 8.12689, 28.8457];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3637 2553] [3745 2574]]
USE;[5.28016, 1.00593, 5.2175, 0.0, 8.14008, 29.8603];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3745 2555] [3785 2574]]
FIRE;[5.28368, 0.956045, 5.23357, 0.0, 8.73171, 28.5837];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3639 2592] [3703 2623]]
PORT;[5.28236, 0.98675, 5.23549, 0.0, 8.69155, 29.5467];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3705 2592] [3780 2623]]
LAB1S1-01;[5.28667, 0.968821, 5.25401, 0.0, 9.24989, 29.0718];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3663 2635] [3752 2656]]
T;[3.59622, 0.0499954, 4.84649, 0.0, 25.4439, 25.4847];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3414 3869] [3447 3949]]
HD);[3.59622, 0.0499954, 4.84649, 0.0, 25.5518, 24.5995];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[3332 3876] [3400 3951]]
WARNING;[4.69238, 1.08127, 4.78199, 0.0, -5.15799, 43.1469];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[4815 1532] [4911 1582]]
USE;[4.5894, 1.08774, 4.79128, 0.0, -5.0515, 45.7447];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[5080 1543] [5123 1573]]
DEWAR4;[4.76248, 1.11073, 5.0868, 0.0, 5.49415, 42.2021];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[4722 2392] [4808 2428]]
ICHOS;[4.60116, 1.10933, 5.28771, 0.0, 13.094, 46.0599];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[5082 3039] [5141 3091]]
A;[4.58902, 1.11067, 5.2891, 0.0, 13.1348, 46.4379];;data/images/isaac_sci_cam_image_delayed/1657546833.254.jpg;[[5138 3060] [5152 3084]]
STBD;[5.22861, 0.795871, 4.91411, 0.0, -0.104072, 17.0502];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[2775 1874] [2891 2157]]
ZENITH;[4.82547, 0.572371, 5.65231, 0.0, 16.9467, 14.79];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[2621 3232] [2713 3281]]
10-5414;[4.37516, 0.659255, 5.68345, 0.0, 22.5253, 20.3819];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[2897 3607] [3238 3809]]
IIII;[2.57119, 0.0151857, 4.84094, 0.0, 24.0001, 3.12711];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[1706 3820] [1950 3912]]
HV-3BERVER;[2.57119, 0.0151857, 4.84094, 0.0, -1.95988, -16.7088];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[ 152 1786] [ 193 1902]]
SERVER;[5.27171, 0.247134, 4.08412, 0.0, -16.9306, 6.03663];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[2017  754] [2087  771]]
LAB101;[5.3118, 0.0110143, 4.12161, 0.0, -16.0722, 1.11406];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[1659  796] [1716  819]]
THE;[5.25806, -0.0882019, 5.60595, 0.0, 13.9804, -0.962354];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[1448 3049] [1592 3090]]
OUHD1;[5.11366, 0.318347, 5.6933, 0.0, 16.3674, 7.8899];;data/images/isaac_sci_cam_image_delayed/1657544798.193.jpg;[[2131 3185] [2217 3260]]
